,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"h[0,49]",0.9698,0.0184,0.9439,0.9963,0.0002,0.0001,8585.3921,6978.3382,1.0001
"h[0,50]",0.9324,0.0301,0.8878,0.9774,0.0003,0.0002,8578.7493,6477.9194,1.0004
"h[0,51]",0.9548,0.0235,0.9213,0.9906,0.0003,0.0002,8923.4632,6141.4152,1.0001
"h[0,52]",0.9283,0.0305,0.8825,0.9768,0.0003,0.0002,8243.7275,6354.1243,1.0001
"h[1,0]",0.7618,0.0522,0.6817,0.8502,0.0006,0.0004,7986.3251,5759.5128,1.0004
"h[1,1]",0.7986,0.0485,0.7195,0.8773,0.0005,0.0004,8250.6741,5927.7025,1.0009
"h[1,2]",0.7962,0.0488,0.7179,0.8757,0.0005,0.0004,8503.6977,6182.5573,1.0
"h[1,3]",0.8382,0.0459,0.7642,0.9135,0.0005,0.0004,7378.7172,5505.6277,1.0013
"h[1,4]",0.8641,0.0415,0.7993,0.9308,0.0005,0.0003,8349.3595,6114.3681,0.9998
"h[1,5]",0.8038,0.0494,0.7244,0.8839,0.0005,0.0004,8155.6707,5545.0112,1.0001
"h[1,6]",0.8245,0.0483,0.7442,0.8991,0.0005,0.0004,7995.26,5920.1924,1.0008
"h[1,7]",0.836,0.0464,0.7609,0.9116,0.0005,0.0004,7560.1765,5548.9481,1.0012
"h[1,8]",0.8226,0.0468,0.7468,0.897,0.0005,0.0004,8450.7649,5478.0673,1.0014
"h[1,9]",0.9084,0.0352,0.8535,0.964,0.0004,0.0003,8046.5504,5701.8744,1.0
"h[1,10]",0.8783,0.0379,0.8216,0.9418,0.0004,0.0003,8232.5089,5532.7207,1.0007
"h[1,11]",0.7821,0.0511,0.6984,0.8643,0.0006,0.0004,7974.2781,6288.2431,1.0005
"h[1,12]",0.8284,0.0458,0.7528,0.9021,0.0005,0.0004,8157.221,5400.2954,1.0004
"h[1,13]",0.8084,0.0483,0.7308,0.887,0.0005,0.0004,8306.1236,6011.7443,1.0002
"h[1,14]",0.8474,0.0448,0.7761,0.9212,0.0005,0.0004,8165.2924,5951.0562,1.0007
"h[1,15]",0.8317,0.0441,0.7603,0.9018,0.0005,0.0003,8109.6919,5697.6612,0.9999
"h[1,16]",0.8361,0.0458,0.7618,0.9098,0.0005,0.0004,8265.5458,5510.0474,1.0003
"h[1,17]",0.872,0.0399,0.8078,0.9353,0.0005,0.0003,7908.2074,5832.8551,1.0001
"h[1,18]",0.8379,0.0456,0.7692,0.9172,0.0005,0.0004,7655.9821,5425.644,1.001
"h[1,19]",0.8053,0.0484,0.7263,0.8831,0.0005,0.0004,8400.7795,6111.7572,1.0
"h[1,20]",0.8408,0.0441,0.7717,0.9135,0.0005,0.0003,8712.9403,5623.3822,1.0013
"h[1,21]",0.7942,0.0496,0.7143,0.8753,0.0006,0.0004,7936.0822,6211.2906,1.0012
"h[1,22]",0.8082,0.0486,0.73,0.8878,0.0005,0.0004,8352.0629,5822.3855,1.0001
"h[1,23]",0.7872,0.051,0.7075,0.873,0.0006,0.0004,8216.2282,5402.6293,1.0005
"h[1,24]",0.785,0.0507,0.701,0.8654,0.0006,0.0004,7971.3798,5493.5482,1.0005
"h[1,25]",0.8744,0.0411,0.8056,0.9367,0.0005,0.0003,8239.9731,5006.9729,1.0005
"h[1,26]",0.8007,0.0495,0.7253,0.8856,0.0006,0.0004,7888.8539,6073.2731,1.0006
"h[1,27]",0.8397,0.047,0.7639,0.915,0.0005,0.0004,7848.3075,4972.4073,0.9998
"h[1,28]",0.7783,0.0503,0.694,0.8577,0.0006,0.0004,7830.845,5692.6532,1.0013
"h[1,29]",0.8075,0.0479,0.7341,0.89,0.0005,0.0004,8203.5952,5937.0273,1.0002
"h[1,30]",0.8479,0.0448,0.7773,0.9198,0.0005,0.0004,6892.3996,4713.7576,1.0009
"h[1,31]",0.833,0.0458,0.7616,0.9079,0.0005,0.0004,7670.4105,5456.5769,1.0011
"h[1,32]",0.8551,0.0434,0.7858,0.925,0.0005,0.0003,7958.4761,4696.3577,1.0021
"h[1,33]",0.835,0.0446,0.7658,0.9088,0.0005,0.0003,8397.0027,6251.462,0.9999
"h[1,34]",0.8402,0.0442,0.7691,0.9104,0.0005,0.0004,7640.7094,5037.5994,1.0006
"h[1,35]",0.8917,0.0383,0.8289,0.9503,0.0004,0.0003,8446.4791,5735.2343,1.0001
"h[1,36]",0.8067,0.0489,0.7328,0.8917,0.0006,0.0004,7833.9823,5069.1641,1.0005
"h[1,37]",0.7955,0.0497,0.7168,0.8798,0.0006,0.0004,7283.6119,6033.7346,0.9999
